built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2016,래미안도곡카운티,150000,0,20240706,24.08~26.08,84.67,서울특별시 강남구 도곡동,1168011800,7,강남구
1994,현대아파트1동~3동,76000,0,20240707,24.08~26.08,84.96,서울특별시 강남구 도곡동,1168011800,4,강남구
1992,대림,82000,0,20240708,24.09~26.09,84.93,서울특별시 강남구 도곡동,1168011800,5,강남구
2006,도곡렉슬,40000,500,20240708,24.08~27.02,114.9931,서울특별시 강남구 도곡동,1168011800,13,강남구
2004,대우디오빌,20000,10,20240709,24.08~25.08,25.89,서울특별시 강남구 도곡동,1168011800,4,강남구
2003,울트라멤버스,65000,250,20240709,24.09~26.09,136.04,서울특별시 강남구 도곡동,1168011800,3,강남구
2006,SK허브프리모,20400,40,20240710,24.08~25.08,33.8,서울특별시 강남구 도곡동,1168011800,10,강남구
2006,도곡렉슬,110000,0,20240711,24.09~26.09,59.9818,서울특별시 강남구 도곡동,1168011800,22,강남구
1995,럭키(963),77000,0,20240711,24.09~26.09,84.97,서울특별시 강남구 도곡동,1168011800,2,강남구
1999,매봉삼성,64000,0,20240712,24.07~26.07,59.82,서울특별시 강남구 도곡동,1168011800,1,강남구
1988,한신엠비씨,95000,0,20240712,24.09~26.09,116.24,서울특별시 강남구 도곡동,1168011800,14,강남구
1986,도곡우성아파트,49000,57,20240716,24.08~26.08,84.83,서울특별시 강남구 도곡동,1168011800,14,강남구
1985,우성4,80000,0,20240716,24.09~26.09,84.6,서울특별시 강남구 도곡동,1168011800,8,강남구
1986,아시아선수촌아파트,115000,0,20240701,24.09~26.09,99.385,서울특별시 송파구 잠실동,1171010100,9,송파구
2008,리센츠,85000,120,20240701,24.07~26.07,84.99,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,리센츠,130000,0,20240701,24.08~26.08,84.99,서울특별시 송파구 잠실동,1171010100,15,송파구
2008,리센츠,30000,340,20240701,24.08~26.08,84.99,서울특별시 송파구 잠실동,1171010100,22,송파구
2008,잠실엘스,109000,0,20240701,24.07~26.07,84.8,서울특별시 송파구 잠실동,1171010100,19,송파구
2008,잠실엘스,75000,140,20240701,24.08~26.08,84.88,서울특별시 송파구 잠실동,1171010100,2,송파구
1986,아시아선수촌아파트,115000,0,20240701,24.09~26.09,139.668,서울특별시 송파구 잠실동,1171010100,1,송파구
1978,주공아파트 5단지,50000,0,20240701,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,13,송파구
1978,주공아파트 5단지,55000,0,20240702,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,1,송파구
2008,리센츠,58000,170,20240702,24.07~26.07,84.99,서울특별시 송파구 잠실동,1171010100,22,송파구
2008,리센츠,48500,0,20240702,24.08~26.08,27.68,서울특별시 송파구 잠실동,1171010100,19,송파구
2008,리센츠,30000,65,20240702,24.08~26.08,27.68,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,잠실엘스,82630,0,20240702,24.09~25.09,59.96,서울특별시 송파구 잠실동,1171010100,18,송파구
1978,주공아파트 5단지,20000,0,20240702,24.07~26.07,82.61,서울특별시 송파구 잠실동,1171010100,14,송파구
1978,주공아파트 5단지,50000,0,20240702,24.06~26.06,82.51,서울특별시 송파구 잠실동,1171010100,3,송파구
1981,우성아파트,53000,0,20240703,24.09~26.09,80.35,서울특별시 송파구 잠실동,1171010100,7,송파구
2007,트리지움,112000,0,20240703,24.09~26.09,84.83,서울특별시 송파구 잠실동,1171010100,15,송파구
2006,레이크팰리스,90000,0,20240703,24.10~26.10,59.97,서울특별시 송파구 잠실동,1171010100,7,송파구
1981,우성아파트,78000,0,20240703,24.09~26.09,131.08,서울특별시 송파구 잠실동,1171010100,1,송파구
1978,주공아파트 5단지,50000,0,20240703,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,9,송파구
1978,주공아파트 5단지,37800,33,20240703,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,14,송파구
1978,주공아파트 5단지,42000,25,20240704,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,6,송파구
1978,주공아파트 5단지,5000,159,20240704,24.03~26.03,82.61,서울특별시 송파구 잠실동,1171010100,2,송파구
1981,우성아파트,87000,0,20240704,24.10~26.10,131.08,서울특별시 송파구 잠실동,1171010100,5,송파구
1986,아시아선수촌아파트,110000,110,20240704,24.07~26.07,178.325,서울특별시 송파구 잠실동,1171010100,7,송파구
2022,LH서울잠실행복주택,6491,27,20240704,24.07~26.09,14.99,서울특별시 송파구 잠실동,1171010100,5,송파구
2008,잠실엘스,69500,80,20240704,24.08~26.08,59.96,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,잠실엘스,50000,180,20240704,24.10~26.10,59.96,서울특별시 송파구 잠실동,1171010100,20,송파구
1978,주공아파트 5단지,43000,0,20240704,24.07~26.07,76.5,서울특별시 송파구 잠실동,1171010100,15,송파구
2008,리센츠,90000,110,20240704,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,7,송파구
2008,리센츠,60000,0,20240704,24.09~26.09,27.68,서울특별시 송파구 잠실동,1171010100,10,송파구
2008,리센츠,70000,155,20240704,24.08~26.08,84.99,서울특별시 송파구 잠실동,1171010100,20,송파구
2008,리센츠,123000,0,20240704,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,17,송파구
2008,잠실엘스,115000,0,20240705,24.07~26.07,84.8,서울특별시 송파구 잠실동,1171010100,15,송파구
2008,리센츠,80000,80,20240705,24.09~26.09,59.99,서울특별시 송파구 잠실동,1171010100,11,송파구
2008,잠실엘스,40000,198,20240705,24.09~26.09,59.96,서울특별시 송파구 잠실동,1171010100,5,송파구
2008,잠실엘스,103000,0,20240706,24.08~26.08,59.96,서울특별시 송파구 잠실동,1171010100,5,송파구
2008,잠실엘스,113000,0,20240706,24.09~26.09,84.8,서울특별시 송파구 잠실동,1171010100,11,송파구
2008,잠실엘스,96000,0,20240706,,59.96,서울특별시 송파구 잠실동,1171010100,17,송파구
2008,리센츠,110000,0,20240706,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,23,송파구
2008,리센츠,70000,190,20240706,24.10~26.09,84.99,서울특별시 송파구 잠실동,1171010100,17,송파구
2008,리센츠,130000,0,20240706,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,13,송파구
2006,레이크팰리스,122000,0,20240706,24.09~26.09,84.82,서울특별시 송파구 잠실동,1171010100,18,송파구
2006,레이크팰리스,60000,130,20240706,24.09~26.09,59.97,서울특별시 송파구 잠실동,1171010100,2,송파구
2006,레이크팰리스,133650,0,20240706,24.09~26.09,116.19,서울특별시 송파구 잠실동,1171010100,12,송파구
1978,주공아파트 5단지,67000,0,20240706,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,11,송파구
2008,리센츠,80500,420,20240706,24.08~26.08,124.22,서울특별시 송파구 잠실동,1171010100,30,송파구
1978,주공아파트 5단지,5000,185,20240706,24.08~26.08,81.75,서울특별시 송파구 잠실동,1171010100,9,송파구
1978,주공아파트 5단지,5000,180,20240706,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,3,송파구
2007,트리지움,115000,0,20240706,24.09~26.09,84.83,서울특별시 송파구 잠실동,1171010100,5,송파구
2008,잠실엘스,117900,0,20240708,,84.97,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,잠실엘스,120000,0,20240708,24.10~26.10,84.8,서울특별시 송파구 잠실동,1171010100,18,송파구
2008,잠실엘스,80000,130,20240708,24.08~26.08,84.8,서울특별시 송파구 잠실동,1171010100,17,송파구
1981,우성아파트,69000,0,20240708,24.09~26.09,96.65,서울특별시 송파구 잠실동,1171010100,10,송파구
1978,주공아파트 5단지,50000,0,20240708,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,9,송파구
1978,주공아파트 5단지,10100,180,20240708,24.07~26.07,82.51,서울특별시 송파구 잠실동,1171010100,13,송파구
1978,주공아파트 5단지,40000,0,20240708,24.09~24.12,76.5,서울특별시 송파구 잠실동,1171010100,3,송파구
2008,리센츠,2000,180,20240708,24.08~26.08,27.68,서울특별시 송파구 잠실동,1171010100,17,송파구
1978,주공아파트 5단지,5000,166,20240709,24.09~24.12,76.5,서울특별시 송파구 잠실동,1171010100,4,송파구
2022,잠실엘타워,5700,44,20240709,24.08~26.08,16.2435,서울특별시 송파구 잠실동,1171010100,7,송파구
2007,트리지움,40000,300,20240709,24.10~26.10,84.83,서울특별시 송파구 잠실동,1171010100,20,송파구
2022,잠실엘타워,5700,40,20240710,24.08~26.08,16.2435,서울특별시 송파구 잠실동,1171010100,3,송파구
2008,리센츠,127000,0,20240710,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,26,송파구
2008,리센츠,30000,550,20240710,24.09~26.09,124.22,서울특별시 송파구 잠실동,1171010100,16,송파구
2008,잠실엘스,106500,0,20240711,24.08~26.08,84.97,서울특별시 송파구 잠실동,1171010100,3,송파구
2008,잠실엘스,104737,0,20240711,24.08~26.08,84.8,서울특별시 송파구 잠실동,1171010100,13,송파구
1978,주공아파트 5단지,44000,0,20240711,24.08~26.08,82.51,서울특별시 송파구 잠실동,1171010100,4,송파구
2022,잠실엘타워,5700,40,20240711,24.08~26.08,16.2435,서울특별시 송파구 잠실동,1171010100,25,송파구
2022,잠실엘타워,5700,40,20240711,24.08~26.08,16.1272,서울특별시 송파구 잠실동,1171010100,8,송파구
2007,트리지움,20000,550,20240711,24.08~26.08,149.45,서울특별시 송파구 잠실동,1171010100,23,송파구
2008,리센츠,3000,170,20240711,24.08~26.08,27.68,서울특별시 송파구 잠실동,1171010100,12,송파구
2008,리센츠,130000,0,20240711,24.09~26.09,84.99,서울특별시 송파구 잠실동,1171010100,19,송파구
1978,주공아파트 5단지,35125,0,20240711,24.11~26.11,81.75,서울특별시 송파구 잠실동,1171010100,10,송파구
1982,우성아파트,70000,0,20240711,24.07~26.07,96.04,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,잠실엘스,5000,320,20240711,24.09~26.09,59.96,서울특별시 송파구 잠실동,1171010100,24,송파구
2008,리센츠,56000,0,20240712,24.09~26.09,27.68,서울특별시 송파구 잠실동,1171010100,7,송파구
2008,리센츠,42600,7,20240712,24.09~26.09,27.68,서울특별시 송파구 잠실동,1171010100,27,송파구
2008,리센츠,45000,390,20240712,24.08~26.08,98.55,서울특별시 송파구 잠실동,1171010100,20,송파구
2007,트리지움,10000,340,20240712,24.09~26.09,59.88,서울특별시 송파구 잠실동,1171010100,14,송파구
2007,트리지움,30000,270,20240712,24.08~26.08,84.83,서울특별시 송파구 잠실동,1171010100,20,송파구
2007,트리지움,40000,200,20240712,24.09~26.09,59.88,서울특별시 송파구 잠실동,1171010100,19,송파구
2007,트리지움,110000,0,20240712,24.08~26.08,84.97,서울특별시 송파구 잠실동,1171010100,23,송파구
2007,트리지움,93000,0,20240712,24.09~26.09,59.88,서울특별시 송파구 잠실동,1171010100,5,송파구
2007,트리지움,87000,0,20240712,24.09~26.09,59.88,서울특별시 송파구 잠실동,1171010100,18,송파구
1978,주공아파트 5단지,36000,25,20240713,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,13,송파구
2008,리센츠,59500,0,20240713,24.10~26.10,27.68,서울특별시 송파구 잠실동,1171010100,12,송파구
1978,주공아파트 5단지,51000,0,20240713,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,7,송파구
1978,주공아파트 5단지,46500,0,20240713,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,7,송파구
1978,주공아파트 5단지,44000,0,20240714,24.08~26.08,76.5,서울특별시 송파구 잠실동,1171010100,9,송파구
2022,잠실엘타워,9700,73,20240715,24.08~26.08,33.8197,서울특별시 송파구 잠실동,1171010100,9,송파구
1990,현대,56500,0,20240715,24.08~26.08,84.68,서울특별시 송파구 잠실동,1171010100,7,송파구
2021,NS파인트리,23000,20,20240715,24.08~26.08,19.7,서울특별시 송파구 잠실동,1171010100,15,송파구
2022,잠실엘타워,9700,73,20240716,24.08~26.08,33.8197,서울특별시 송파구 잠실동,1171010100,11,송파구
1978,주공아파트 5단지,30000,110,20240716,24.09~26.09,76.5,서울특별시 송파구 잠실동,1171010100,15,송파구
1990,현대,64376,10,20240717,24.08~26.08,84.67,서울특별시 송파구 잠실동,1171010100,11,송파구
2007,트리지움,112000,0,20240717,24.10~26.10,84.95,서울특별시 송파구 잠실동,1171010100,26,송파구
2022,잠실엘타워,11100,67,20240717,24.08~26.08,33.8197,서울특별시 송파구 잠실동,1171010100,5,송파구
2008,잠실엘스,100000,0,20240717,24.09~26.09,59.96,서울특별시 송파구 잠실동,1171010100,6,송파구
1979,장미1,60000,0,20240701,24.09~26.09,82.45,서울특별시 송파구 신천동,1171010200,3,송파구
1979,장미1,110000,0,20240701,24.10~26.10,155.22,서울특별시 송파구 신천동,1171010200,14,송파구
2008,파크리오,70000,80,20240702,24.08~26.08,84.79,서울특별시 송파구 신천동,1171010200,2,송파구
2008,파크리오,30000,250,20240702,24.07~26.07,84.9,서울특별시 송파구 신천동,1171010200,33,송파구
2008,파크리오,102000,0,20240702,24.07~26.07,84.79,서울특별시 송파구 신천동,1171010200,20,송파구
1979,장미2,60000,0,20240703,24.07~26.07,71.2,서울특별시 송파구 신천동,1171010200,9,송파구
1979,장미2,65000,0,20240703,24.09~26.09,82.45,서울특별시 송파구 신천동,1171010200,5,송파구
2008,파크리오,96000,0,20240703,24.08~26.08,84.79,서울특별시 송파구 신천동,1171010200,21,송파구
2008,파크리오,93000,0,20240703,,84.9,서울특별시 송파구 신천동,1171010200,8,송파구
2005,롯데캐슬골드,105000,165,20240704,24.07~26.07,170.72,서울특별시 송파구 신천동,1171010200,34,송파구
2008,파크리오,105000,0,20240705,24.07~26.07,84.79,서울특별시 송파구 신천동,1171010200,16,송파구
2008,파크리오,10000,179,20240705,24.07~25.12,84.79,서울특별시 송파구 신천동,1171010200,1,송파구
1979,장미1,95000,30,20240705,24.08~26.08,182.01,서울특별시 송파구 신천동,1171010200,3,송파구
2008,파크리오,100000,0,20240705,24.10~26.10,84.79,서울특별시 송파구 신천동,1171010200,10,송파구
1979,장미1,77000,0,20240706,24.07~26.07,99,서울특별시 송파구 신천동,1171010200,12,송파구
1979,장미1,80000,0,20240706,24.09~26.09,120,서울특별시 송파구 신천동,1171010200,1,송파구
1979,장미1,45000,0,20240706,24.09~26.09,71.2,서울특별시 송파구 신천동,1171010200,14,송파구
2008,파크리오,90000,0,20240706,24.09~26.09,59.64,서울특별시 송파구 신천동,1171010200,7,송파구
2008,파크리오,30000,280,20240706,24.10~26.10,84.9,서울특별시 송파구 신천동,1171010200,24,송파구
2008,파크리오,110000,70,20240706,24.07~26.07,121.63,서울특별시 송파구 신천동,1171010200,15,송파구
2008,파크리오,105000,0,20240709,24.08~26.08,84.79,서울특별시 송파구 신천동,1171010200,30,송파구
2008,파크리오,105000,0,20240709,24.10~26.10,84.79,서울특별시 송파구 신천동,1171010200,10,송파구
2008,파크리오,101000,0,20240709,24.07~26.07,84.9,서울특별시 송파구 신천동,1171010200,5,송파구
2008,파크리오,105000,0,20240709,24.10~26.10,84.9,서울특별시 송파구 신천동,1171010200,4,송파구
2008,파크리오,105000,0,20240709,24.08~26.08,84.9,서울특별시 송파구 신천동,1171010200,30,송파구
2008,파크리오,50000,0,20240709,24.08~26.08,35.24,서울특별시 송파구 신천동,1171010200,19,송파구
1979,장미2,75000,0,20240709,24.09~26.09,99,서울특별시 송파구 신천동,1171010200,1,송파구
2008,파크리오,12600,240,20240710,24.08~26.07,84.9,서울특별시 송파구 신천동,1171010200,1,송파구
1979,장미1,5000,190,20240710,24.07~26.07,71.2,서울특별시 송파구 신천동,1171010200,3,송파구
