built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
1993,현대2차,35000,0,20240716,24.09~26.09,82.68,서울특별시 노원구 상계동,1135010500,6,노원구
1999,동아불암(1286-0),904,13,20240716,,27,서울특별시 노원구 상계동,1135010500,9,노원구
1999,동아불암(1286-0),904,13,20240716,,27,서울특별시 노원구 상계동,1135010500,16,노원구
1999,불암현대아파트(106동),1027,16,20240716,,27,서울특별시 노원구 상계동,1135010500,8,노원구
1988,상계주공1(고층),28000,0,20240716,24.10~26.10,60.5,서울특별시 노원구 상계동,1135010500,8,노원구
1988,상계주공12(고층),18900,0,20240716,24.09~26.09,49.94,서울특별시 노원구 상계동,1135010500,13,노원구
1989,상계주공14(고층),10000,60,20240716,24.06~26.06,49.94,서울특별시 노원구 상계동,1135010500,7,노원구
1989,상계주공14(고층),10000,60,20240716,24.06~26.06,49.94,서울특별시 노원구 상계동,1135010500,7,노원구
2009,수락리버시티4단지,6858,0,20240717,,39.81,서울특별시 노원구 상계동,1135010500,8,노원구
2009,수락리버시티4단지,9313,14,20240717,,59.9,서울특별시 노원구 상계동,1135010500,8,노원구
2009,수락리버시티4단지,7143,2,20240717,,39.81,서울특별시 노원구 상계동,1135010500,8,노원구
2009,수락리버시티4단지,6858,0,20240717,,39.81,서울특별시 노원구 상계동,1135010500,7,노원구
2016,중계센트럴파크,12340,2,20240717,,49.87,서울특별시 노원구 상계동,1135010500,1,노원구
1988,상계주공7(고층),18000,0,20240717,24.04~26.04,49.94,서울특별시 노원구 상계동,1135010500,11,노원구
1988,상계주공7(고층),25000,0,20240717,24.09~26.09,41.3,서울특별시 노원구 상계동,1135010500,11,노원구
2001,청암2단지,25000,0,20240717,24.07~26.07,49.77,서울특별시 노원구 상계동,1135010500,6,노원구
1988,"상계주공15(고층,공무원임대)",16349,0,20240717,24.08~26.08,49.94,서울특별시 노원구 상계동,1135010500,5,노원구
1999,동아불암(1286-0),2320,5,20240717,,27,서울특별시 노원구 상계동,1135010500,6,노원구
1999,불암현대아파트(106동),3202,0,20240717,24.07~26.07,27,서울특별시 노원구 상계동,1135010500,10,노원구
2009,수락리버시티3단지,5429,12,20240717,,39.81,서울특별시 노원구 상계동,1135010500,9,노원구
2009,수락리버시티3단지,6858,0,20240717,,39.81,서울특별시 노원구 상계동,1135010500,5,노원구
2009,수락리버시티3단지,38500,0,20240717,24.08~26.08,84.88,서울특별시 노원구 상계동,1135010500,6,노원구
2009,수락리버시티3단지,7084,12,20240717,,49.93,서울특별시 노원구 상계동,1135010500,2,노원구
2009,수락리버시티4단지,2857,22,20240717,,39.81,서울특별시 노원구 상계동,1135010500,12,노원구
2009,수락리버시티4단지,2857,22,20240717,,39.81,서울특별시 노원구 상계동,1135010500,13,노원구
2009,수락리버시티4단지,2851,22,20240717,24.07~26.07,39.81,서울특별시 노원구 상계동,1135010500,6,노원구
2009,수락리버시티4단지,2857,22,20240717,,39.81,서울특별시 노원구 상계동,1135010500,15,노원구
2009,수락리버시티4단지,6487,2,20240717,,39.81,서울특별시 노원구 상계동,1135010500,9,노원구
1988,상계주공11(고층),22000,0,20240717,24.08~26.08,49.94,서울특별시 노원구 상계동,1135010500,14,노원구
2005,한화꿈에그린,52900,0,20240701,24.08~26.08,84.902,서울특별시 노원구 중계동,1135010600,7,노원구
1988,동진,13000,0,20240701,24.08~26.08,38.79,서울특별시 노원구 중계동,1135010600,5,노원구
1999,중계3우성,30000,0,20240701,24.07~26.07,59.94,서울특별시 노원구 중계동,1135010600,7,노원구
1990,중계그린1단지,3800,60,20240702,24.07~26.07,39.78,서울특별시 노원구 중계동,1135010600,10,노원구
2008,중앙하이츠아쿠아,60000,0,20240702,24.09~26.09,84.4675,서울특별시 노원구 중계동,1135010600,10,노원구
1999,신안,54000,0,20240702,24.07~26.07,84.93,서울특별시 노원구 중계동,1135010600,2,노원구
1989,상아,27000,0,20240702,24.09~26.09,51.29,서울특별시 노원구 중계동,1135010600,3,노원구
1992,주공5,27000,0,20240702,24.09~26.09,58.46,서울특별시 노원구 중계동,1135010600,4,노원구
1993,주공6,18500,0,20240703,24.09~26.09,44.1,서울특별시 노원구 중계동,1135010600,9,노원구
1993,주공6,18500,0,20240703,,44.1,서울특별시 노원구 중계동,1135010600,9,노원구
1991,중계무지개,25000,0,20240703,24.07~26.07,49.54,서울특별시 노원구 중계동,1135010600,12,노원구
1990,중계그린1단지,25000,0,20240703,24.07~26.07,49.5,서울특별시 노원구 중계동,1135010600,11,노원구
1991,주공4,4500,110,20240703,24.08~26.08,59.39,서울특별시 노원구 중계동,1135010600,3,노원구
1990,중계그린1단지,25000,0,20240703,24.09~26.09,49.5,서울특별시 노원구 중계동,1135010600,7,노원구
1995,건영3,66000,0,20240703,24.08~26.08,84.9,서울특별시 노원구 중계동,1135010600,2,노원구
1991,중계무지개,19400,14,20240704,24.07~26.07,49.54,서울특별시 노원구 중계동,1135010600,3,노원구
2005,한화꿈에그린,53000,0,20240704,24.07~26.07,84.902,서울특별시 노원구 중계동,1135010600,14,노원구
1992,주공2,5000,40,20240704,24.07~26.07,44.52,서울특별시 노원구 중계동,1135010600,8,노원구
1990,중계그린1단지,4000,62,20240704,24.07~26.07,49.85,서울특별시 노원구 중계동,1135010600,14,노원구
1992,주공5,16000,0,20240704,24.09~26.09,44.52,서울특별시 노원구 중계동,1135010600,4,노원구
1992,주공5,60500,0,20240704,24.07~26.07,76.51,서울특별시 노원구 중계동,1135010600,3,노원구
1992,주공5,60000,0,20240704,24.07~26.07,76.51,서울특별시 노원구 중계동,1135010600,13,노원구
1992,주공2,9000,30,20240704,24.07~26.07,44.52,서울특별시 노원구 중계동,1135010600,12,노원구
1992,주공2,17500,0,20240704,24.01~26.01,44.52,서울특별시 노원구 중계동,1135010600,4,노원구
1992,주공2,17500,0,20240704,24.01~26.01,44.52,서울특별시 노원구 중계동,1135010600,4,노원구
1992,주공2,9000,30,20240704,24.07~26.07,44.52,서울특별시 노원구 중계동,1135010600,12,노원구
1997,금호타운(583),4000,105,20240705,24.08~26.08,59.52,서울특별시 노원구 중계동,1135010600,12,노원구
1992,주공5,17500,0,20240705,,44.94,서울특별시 노원구 중계동,1135010600,11,노원구
1992,주공5,17500,0,20240705,24.08~26.08,44.94,서울특별시 노원구 중계동,1135010600,11,노원구
1997,금호타운(583),45000,0,20240705,24.08~26.08,84.98,서울특별시 노원구 중계동,1135010600,10,노원구
1992,주공2,15600,0,20240705,24.08~26.08,44.52,서울특별시 노원구 중계동,1135010600,1,노원구
2005,극동의푸른별1차,46000,0,20240705,24.09~26.09,84.91,서울특별시 노원구 중계동,1135010600,2,노원구
1995,건영3,75000,0,20240705,24.09~26.09,84.9,서울특별시 노원구 중계동,1135010600,10,노원구
1996,청구3,77000,0,20240706,24.09~26.09,84.77,서울특별시 노원구 중계동,1135010600,6,노원구
2008,중앙하이츠아쿠아,70000,0,20240706,24.10~26.10,84.4675,서울특별시 노원구 중계동,1135010600,2,노원구
1999,삼성,37000,0,20240706,24.09~26.09,59.9,서울특별시 노원구 중계동,1135010600,6,노원구
1991,중계무지개,26000,0,20240706,24.08~26.08,49.54,서울특별시 노원구 중계동,1135010600,3,노원구
1991,중계무지개,23000,0,20240706,24.09~26.09,49.54,서울특별시 노원구 중계동,1135010600,2,노원구
1993,신동아(366),50000,140,20240706,24.10~26.10,115.35,서울특별시 노원구 중계동,1135010600,13,노원구
1993,주공8,23000,0,20240706,24.07~26.07,49.72,서울특별시 노원구 중계동,1135010600,15,노원구
1993,주공6,17000,0,20240706,24.08~26.08,44.1,서울특별시 노원구 중계동,1135010600,9,노원구
1990,중계그린1단지,1000,81,20240706,24.09~26.09,39.78,서울특별시 노원구 중계동,1135010600,6,노원구
1995,건영3,50000,75,20240706,24.07~26.07,84.9,서울특별시 노원구 중계동,1135010600,7,노원구
1991,중계무지개,20000,20,20240706,24.09~26.09,49.54,서울특별시 노원구 중계동,1135010600,9,노원구
1992,주공5,38300,7,20240707,,84.79,서울특별시 노원구 중계동,1135010600,15,노원구
1991,중계무지개,23000,0,20240708,24.08~26.08,39.96,서울특별시 노원구 중계동,1135010600,6,노원구
1992,주공5,3000,60,20240708,24.08~26.08,38.64,서울특별시 노원구 중계동,1135010600,8,노원구
1990,중계그린1단지,2000,95,20240709,24.08~26.08,49.5,서울특별시 노원구 중계동,1135010600,6,노원구
1990,중계그린1단지,1000,80,20240709,24.07~26.07,39.78,서울특별시 노원구 중계동,1135010600,3,노원구
1992,주공5,26000,20,20240709,24.07~26.07,58.46,서울특별시 노원구 중계동,1135010600,9,노원구
1993,주공7,9850,17,20240709,24.07~25.10,44.1,서울특별시 노원구 중계동,1135010600,15,노원구
1999,중계3벽산,63000,0,20240709,24.07~26.07,85,서울특별시 노원구 중계동,1135010600,11,노원구
1999,중계3벽산,63000,0,20240709,,85,서울특별시 노원구 중계동,1135010600,11,노원구
1990,중계그린1단지,26000,0,20240709,24.08~26.08,49.5,서울특별시 노원구 중계동,1135010600,1,노원구
1991,주공4,1000,80,20240710,24.07~25.07,45.77,서울특별시 노원구 중계동,1135010600,15,노원구
1992,주공5,18000,0,20240710,24.08~26.08,44.52,서울특별시 노원구 중계동,1135010600,14,노원구
1989,경남,43000,0,20240710,24.08~26.08,74.2,서울특별시 노원구 중계동,1135010600,3,노원구
1993,롯데우성,44000,66,20240710,24.08~26.08,101.88,서울특별시 노원구 중계동,1135010600,1,노원구
1999,양지대림1(임대),1004,14,20240710,,30.6,서울특별시 노원구 중계동,1135010600,8,노원구
1995,건영3,67000,0,20240710,24.07~26.07,84.9,서울특별시 노원구 중계동,1135010600,11,노원구
1992,주공5,40000,0,20240711,24.08~26.08,58.46,서울특별시 노원구 중계동,1135010600,14,노원구
1991,중계현대2,29650,0,20240711,24.07~26.09,71.76,서울특별시 노원구 중계동,1135010600,3,노원구
1993,주공8,28500,0,20240711,24.09~26.09,49.72,서울특별시 노원구 중계동,1135010600,8,노원구
1999,양지마을(대림)2,36000,0,20240711,24.08~26.08,59.4,서울특별시 노원구 중계동,1135010600,21,노원구
1991,중계무지개,22500,0,20240712,24.10~26.10,39.96,서울특별시 노원구 중계동,1135010600,5,노원구
2018,현대(6차),25000,130,20240712,24.08~26.08,122.685,서울특별시 노원구 중계동,1135010600,18,노원구
1990,중계그린1단지,21370,0,20240712,24.08~26.08,44.1,서울특별시 노원구 중계동,1135010600,9,노원구
1993,청구(366),95000,0,20240712,24.09~26.09,115.47,서울특별시 노원구 중계동,1135010600,8,노원구
1991,주공4,20000,0,20240713,24.08~26.08,45.77,서울특별시 노원구 중계동,1135010600,13,노원구
1989,상아,27000,0,20240713,24.10~26.10,51.29,서울특별시 노원구 중계동,1135010600,4,노원구
1999,삼성,39000,0,20240713,24.10~26.10,59.9,서울특별시 노원구 중계동,1135010600,14,노원구
1988,동진,13000,5,20240713,24.08~26.08,41.85,서울특별시 노원구 중계동,1135010600,5,노원구
1995,주공10,41000,0,20240713,24.09~26.09,58.14,서울특별시 노원구 중계동,1135010600,5,노원구
1995,성원2,38000,0,20240715,24.08~26.08,98.28,서울특별시 노원구 중계동,1135010600,1,노원구
1997,삼창타워주상프라자,30000,0,20240715,24.08~26.08,59.39,서울특별시 노원구 중계동,1135010600,5,노원구
1993,주공7,1000,75,20240715,24.09~26.09,44.1,서울특별시 노원구 중계동,1135010600,1,노원구
1999,양지대림1(임대),2452,6,20240716,,30.6,서울특별시 노원구 중계동,1135010600,10,노원구
1999,양지대림1(임대),1457,11,20240716,,30.6,서울특별시 노원구 중계동,1135010600,23,노원구
1999,양지대림2(임대),2359,6,20240716,,29.67,서울특별시 노원구 중계동,1135010600,8,노원구
1999,양지대림2(임대),3394,0,20240716,,29.67,서울특별시 노원구 중계동,1135010600,19,노원구
1999,양지대림2(임대),977,14,20240716,,29.67,서울특별시 노원구 중계동,1135010600,3,노원구
1999,양지대림1(임대),3558,0,20240716,,30.6,서울특별시 노원구 중계동,1135010600,14,노원구
1999,양지대림2(임대),2359,6,20240716,,29.67,서울특별시 노원구 중계동,1135010600,1,노원구
1990,중계그린1단지,4000,100,20240717,24.07~26.07,59.46,서울특별시 노원구 중계동,1135010600,12,노원구
1992,주공2,17000,0,20240717,24.09~26.09,44.52,서울특별시 노원구 중계동,1135010600,14,노원구
2021,DMC롯데캐슬더퍼스트,73850,0,20240701,24.07~26.07,99.93,서울특별시 은평구 수색동,1138010100,15,은평구
2003,e편한세상 수색 에코포레,40000,0,20240702,,59.895,서울특별시 은평구 수색동,1138010100,14,은평구
2021,DMC롯데캐슬더퍼스트,63000,0,20240704,,84.93,서울특별시 은평구 수색동,1138010100,5,은평구
2021,DMC롯데캐슬더퍼스트,63000,0,20240704,24.10~26.10,84.93,서울특별시 은평구 수색동,1138010100,5,은평구
2021,DMC롯데캐슬더퍼스트,30000,110,20240705,24.09~26.09,59.96,서울특별시 은평구 수색동,1138010100,15,은평구
2023,DMCSKVIEW,30000,160,20240705,24.09~26.09,84.9926,서울특별시 은평구 수색동,1138010100,10,은평구
2021,DMC롯데캐슬더퍼스트,65000,0,20240706,24.08~26.08,84.93,서울특별시 은평구 수색동,1138010100,6,은평구
2003,e편한세상 수색 에코포레,45000,0,20240706,24.07~26.07,114.18,서울특별시 은평구 수색동,1138010100,5,은평구
2023,DMC아트포레자이,2719,18,20240708,,39.9,서울특별시 은평구 수색동,1138010100,4,은평구
2021,DMC롯데캐슬더퍼스트,4233,23,20240709,,49.86,서울특별시 은평구 수색동,1138010100,12,은평구
2021,DMC롯데캐슬더퍼스트,68000,0,20240709,24.09~26.09,84.93,서울특별시 은평구 수색동,1138010100,18,은평구
2021,DMC롯데캐슬더퍼스트,7692,11,20240709,,59.96,서울특별시 은평구 수색동,1138010100,5,은평구
2021,DMC롯데캐슬더퍼스트,7692,11,20240709,,59.96,서울특별시 은평구 수색동,1138010100,9,은평구
2021,DMC롯데캐슬더퍼스트,5234,17,20240709,,49.86,서울특별시 은평구 수색동,1138010100,4,은평구
2021,DMC롯데캐슬더퍼스트,70000,0,20240709,24.07~26.07,84.93,서울특별시 은평구 수색동,1138010100,15,은평구
2023,DMC아트포레자이,2719,18,20240709,,39.9,서울특별시 은평구 수색동,1138010100,10,은평구
2021,DMC롯데캐슬더퍼스트,43100,0,20240710,24.07~26.07,59.96,서울특별시 은평구 수색동,1138010100,14,은평구
2021,DMC롯데캐슬더퍼스트,7692,11,20240710,,59.96,서울특별시 은평구 수색동,1138010100,2,은평구
2021,DMC롯데캐슬더퍼스트,4952,27,20240710,,59.96,서울특별시 은평구 수색동,1138010100,7,은평구
2021,DMC롯데캐슬더퍼스트,43000,0,20240710,24.07~26.07,59.96,서울특별시 은평구 수색동,1138010100,14,은평구
2003,진흥엣세벨,42000,0,20240710,24.08~26.08,57.5033,서울특별시 은평구 수색동,1138010100,12,은평구
2021,DMC롯데캐슬더퍼스트,3398,18,20240710,24.07~26.07,39.83,서울특별시 은평구 수색동,1138010100,9,은평구
2023,DMC아트포레자이,2719,18,20240710,,39.9,서울특별시 은평구 수색동,1138010100,6,은평구
2021,DMC롯데캐슬더퍼스트,68500,0,20240711,24.08~26.08,84.93,서울특별시 은평구 수색동,1138010100,22,은평구
2023,DMCSKVIEW,73000,0,20240711,24.10~26.10,84.9926,서울특별시 은평구 수색동,1138010100,14,은평구
2023,DMC아트포레자이,60000,0,20240711,24.09~26.09,59.9,서울특별시 은평구 수색동,1138010100,8,은평구
2023,DMCSKVIEW,79000,0,20240712,24.08~26.08,84.9926,서울특별시 은평구 수색동,1138010100,19,은평구
2021,DMC롯데캐슬더퍼스트,10000,200,20240712,24.08~26.08,59.96,서울특별시 은평구 수색동,1138010100,8,은평구
2000,청구,62000,0,20240713,24.08~26.08,84.76,서울특별시 은평구 수색동,1138010100,1,은평구
2003,e편한세상 수색 에코포레,43000,0,20240713,24.07~26.04,84.951,서울특별시 은평구 수색동,1138010100,5,은평구
2021,DMC롯데캐슬더퍼스트,7692,11,20240715,24.07~26.07,59.96,서울특별시 은평구 수색동,1138010100,8,은평구
2023,DMCSKVIEW,68000,0,20240716,24.09~26.09,59.9865,서울특별시 은평구 수색동,1138010100,14,은평구
2021,DMC롯데캐슬더퍼스트,58000,0,20240717,24.10~26.10,59.96,서울특별시 은평구 수색동,1138010100,19,은평구
1993,대림아파트(276),31000,0,20240704,24.06~26.06,84.94,서울특별시 은평구 녹번동,1138010200,5,은평구
2015,북한산푸르지오,61000,0,20240704,24.10~26.10,84.99,서울특별시 은평구 녹번동,1138010200,8,은평구
2015,북한산푸르지오,60000,10,20240704,24.08~26.08,84.99,서울특별시 은평구 녹번동,1138010200,9,은평구
2019,힐스테이트녹번,57000,0,20240706,24.08~26.08,59.9,서울특별시 은평구 녹번동,1138010200,15,은평구
2019,힐스테이트녹번,42000,0,20240708,24.10~28.10,59.938,서울특별시 은평구 녹번동,1138010200,1,은평구
2019,힐스테이트녹번,38199,0,20240708,24.08~26.08,49.948,서울특별시 은평구 녹번동,1138010200,1,은평구
2019,래미안베라힐즈,9127,23,20240711,,38.28,서울특별시 은평구 녹번동,1138010200,6,은평구
2015,북한산푸르지오,65000,0,20240712,24.10~26.10,84.99,서울특별시 은평구 녹번동,1138010200,9,은평구
2019,래미안베라힐즈,63000,0,20240713,,84.95,서울특별시 은평구 녹번동,1138010200,11,은평구
1993,대림아파트(276),42000,0,20240715,24.07~26.07,84.68,서울특별시 은평구 녹번동,1138010200,6,은평구
1993,대림아파트(276),42000,0,20240715,24.07~26.07,84.68,서울특별시 은평구 녹번동,1138010200,6,은평구
1993,대림아파트(276),22000,90,20240716,24.08~26.08,84.94,서울특별시 은평구 녹번동,1138010200,2,은평구
2019,힐스테이트녹번,11386,29,20240717,,39.006,서울특별시 은평구 녹번동,1138010200,17,은평구
2019,힐스테이트녹번,11386,29,20240717,,39.006,서울특별시 은평구 녹번동,1138010200,17,은평구
2010,북한산래미안아파트(2단지),60000,0,20240701,24.07~26.06,84.9929,서울특별시 은평구 불광동,1138010300,13,은평구
2018,불광롯데캐슬,54000,0,20240702,24.09~26.09,59.99,서울특별시 은평구 불광동,1138010300,12,은평구
2011,북한산힐스테이트7차,54500,0,20240703,24.08~26.08,84.813,서울특별시 은평구 불광동,1138010300,9,은평구
2004,북한산현대홈타운,54000,0,20240703,24.08~26.08,84.9956,서울특별시 은평구 불광동,1138010300,5,은평구
2018,불광롯데캐슬,10000,126,20240705,24.08~26.08,59.99,서울특별시 은평구 불광동,1138010300,7,은평구
2009,북한산힐스테이트1차아파트,44000,0,20240706,24.09~26.09,59.817,서울특별시 은평구 불광동,1138010300,1,은평구
2018,불광롯데캐슬,52000,0,20240706,,59.99,서울특별시 은평구 불광동,1138010300,14,은평구
1988,라이프미성,30000,0,20240706,24.08~26.08,66.7,서울특별시 은평구 불광동,1138010300,2,은평구
2021,한화생명불광동사옥,1000,70,20240706,24.07~24.10,17.12,서울특별시 은평구 불광동,1138010300,3,은평구
2009,북한산힐스테이트1차아파트,46000,0,20240706,24.09~26.09,59.817,서울특별시 은평구 불광동,1138010300,5,은평구
2010,북한산현대힐스테이트3차아파트,45000,0,20240708,24.09~26.09,59.96,서울특별시 은평구 불광동,1138010300,7,은평구
2010,북한산힐스테이트3차아파트(임대),2769,25,20240708,,30.73,서울특별시 은평구 불광동,1138010300,6,은평구
2010,북한산래미안아파트(2단지),49000,0,20240708,24.09~26.09,59.9932,서울특별시 은평구 불광동,1138010300,7,은평구
2018,불광롯데캐슬,10000,135,20240709,24.08~26.08,59.99,서울특별시 은평구 불광동,1138010300,9,은평구
2022,디앤제이하우징(281-89),18000,30,20240710,24.08~26.08,25.44,서울특별시 은평구 불광동,1138010300,12,은평구
2022,디앤제이하우징(281-89),18000,30,20240710,24.08~26.08,25.44,서울특별시 은평구 불광동,1138010300,12,은평구
1988,라이프미성,24150,0,20240711,24.07~24.10,66.7,서울특별시 은평구 불광동,1138010300,2,은평구
2011,북한산힐스테이트7차,55000,0,20240713,24.08~26.08,84.99,서울특별시 은평구 불광동,1138010300,4,은평구
2000,대호프라자아파트,10000,95,20240713,24.09~26.09,59.97,서울특별시 은평구 불광동,1138010300,8,은평구
2011,북한산힐스테이트7차,54500,0,20240713,24.07~24.07,84.813,서울특별시 은평구 불광동,1138010300,8,은평구
2010,북한산래미안아파트(임대),9629,0,20240715,,37.6205,서울특별시 은평구 불광동,1138010300,10,은평구
2010,북한산힐스테이트3차아파트(임대),6462,4,20240715,,30.73,서울특별시 은평구 불광동,1138010300,5,은평구
2010,북한산힐스테이트3차아파트(임대),7211,0,20240715,,30.73,서울특별시 은평구 불광동,1138010300,5,은평구
2010,북한산래미안아파트(임대),7091,14,20240715,,37.6205,서울특별시 은평구 불광동,1138010300,5,은평구
2010,북한산힐스테이트3차아파트(임대),6416,21,20240715,,30.73,서울특별시 은평구 불광동,1138010300,5,은평구
1988,라이프미성,10000,73,20240715,24.09~26.09,66.7,서울특별시 은평구 불광동,1138010300,12,은평구
2010,북한산힐스테이트3차아파트(임대),2769,25,20240715,,30.73,서울특별시 은평구 불광동,1138010300,10,은평구
2005,불광SH빌,2251,23,20240715,24.07~26.07,32.09,서울특별시 은평구 불광동,1138010300,10,은평구
2010,북한산힐스테이트3차아파트(임대),4313,16,20240717,,30.73,서울특별시 은평구 불광동,1138010300,7,은평구
2010,북한산힐스테이트3차아파트(임대),7211,0,20240717,,30.73,서울특별시 은평구 불광동,1138010300,6,은평구
2014,만연센텀시티,5000,40,20240702,24.07~26.07,13.84,서울특별시 은평구 갈현동,1138010400,8,은평구
2018,유호루하스,10000,15,20240704,24.08~26.08,16.768,서울특별시 은평구 갈현동,1138010400,5,은평구
2018,유호루하스,10000,15,20240704,24.08~26.08,16.768,서울특별시 은평구 갈현동,1138010400,5,은평구
2017,베로니스,15000,100,20240705,24.09~26.09,52.1,서울특별시 은평구 갈현동,1138010400,7,은평구
2002,수정럭스,25350,0,20240706,24.08~26.10,64.95,서울특별시 은평구 갈현동,1138010400,7,은평구
2018,대한웰빙홈,21000,0,20240710,24.07~26.07,31.15,서울특별시 은평구 갈현동,1138010400,5,은평구
2018,유호루하스,10000,20,20240713,24.08~26.08,17.098,서울특별시 은평구 갈현동,1138010400,5,은평구
2000,현재트윈빌,50000,0,20240716,24.07~26.07,148.77,서울특별시 은평구 갈현동,1138010400,8,은평구
1998,갈현현대,23000,30,20240702,24.09~26.09,59.94,서울특별시 은평구 구산동,1138010500,5,은평구
2004,갈현1단지e-편한세상,15000,100,20240706,24.10~26.10,84.618,서울특별시 은평구 구산동,1138010500,11,은평구
1998,갈현현대,33000,0,20240708,24.08~25.07,59.94,서울특별시 은평구 구산동,1138010500,4,은평구
2022,구산주택,9100,60,20240710,24.08~26.08,33.95,서울특별시 은평구 구산동,1138010500,6,은평구
2022,구산주택,4800,30,20240711,24.08~26.08,17.6,서울특별시 은평구 구산동,1138010500,4,은평구
2014,주주베에이,4000,40,20240701,24.07~25.07,12.4,서울특별시 은평구 대조동,1138010600,5,은평구
2015,미소세상,24000,0,20240702,24.07~26.07,31.36,서울특별시 은평구 대조동,1138010600,7,은평구
2013,YS홈타운,1000,40,20240702,24.07~26.07,12.39,서울특별시 은평구 대조동,1138010600,8,은평구
2013,YS홈타운,1000,45,20240702,24.07~26.07,13.89,서울특별시 은평구 대조동,1138010600,7,은평구
2014,정익제이원,29000,15,20240702,24.09~26.09,41.08,서울특별시 은평구 대조동,1138010600,7,은평구
2022,베르디움STAY1,5520,8,20240703,,36.2275,서울특별시 은평구 대조동,1138010600,13,은평구
2022,베르디움STAY1,9200,14,20240703,24.08~26.08,36.2275,서울특별시 은평구 대조동,1138010600,8,은평구
2022,베르디움STAY1,12870,20,20240703,24.07~26.08,36.2415,서울특별시 은평구 대조동,1138010600,26,은평구
2022,베르디움STAY1,5520,8,20240703,24.08~26.08,36.2275,서울특별시 은평구 대조동,1138010600,6,은평구
2017,정익제이원6차,20000,15,20240704,24.10~26.10,29.99,서울특별시 은평구 대조동,1138010600,8,은평구
2022,베르디움STAY1,10800,21,20240705,24.10~26.10,24.2466,서울특별시 은평구 대조동,1138010600,10,은평구
2014,유성아이비아파트,26000,0,20240706,24.08~26.08,40.76,서울특별시 은평구 대조동,1138010600,7,은평구
2020,모아아파트(102동),29200,0,20240706,24.08~26.08,39.7,서울특별시 은평구 대조동,1138010600,8,은평구
2022,베르디움STAY1,8100,29,20240710,24.10~26.10,21.9733,서울특별시 은평구 대조동,1138010600,10,은평구
2015,정익제이원아파트(15-114),19480,12,20240711,24.09~26.09,25.68,서울특별시 은평구 대조동,1138010600,11,은평구
2022,베르디움STAY1,10300,19,20240712,24.08~26.08,21.9733,서울특별시 은평구 대조동,1138010600,25,은평구
2020,서경아파트(15-58),26000,0,20240714,24.09~26.09,29.12,서울특별시 은평구 대조동,1138010600,7,은평구
2019,유진아이디움,15000,0,20240715,24.08~26.08,14.03,서울특별시 은평구 대조동,1138010600,10,은평구
2010,대조동아트캐슬주상복합,48000,0,20240715,24.08~26.08,84.8,서울특별시 은평구 대조동,1138010600,6,은평구
2014,주주베에이,1000,58,20240716,24.08~25.08,12.77,서울특별시 은평구 대조동,1138010600,9,은평구
2012,아이안빌,21400,10,20240717,24.09~26.09,31.32,서울특별시 은평구 대조동,1138010600,13,은평구
2021,녹번역e편한세상캐슬,52000,0,20240701,,59.96,서울특별시 은평구 응암동,1138010700,15,은평구
2011,백련산힐스테이트3차,55000,0,20240701,24.08~26.08,84.59,서울특별시 은평구 응암동,1138010700,14,은평구
2021,녹번역e편한세상캐슬,60000,0,20240702,24.07~26.07,59.94,서울특별시 은평구 응암동,1138010700,13,은평구
2011,백련산힐스테이트2차,35100,0,20240702,24.07~26.07,59.63,서울특별시 은평구 응암동,1138010700,7,은평구
2022,힐스테이트녹번역,60000,0,20240702,24.08~26.08,59.99,서울특별시 은평구 응암동,1138010700,3,은평구
2022,힐스테이트녹번역,60000,0,20240702,,59.99,서울특별시 은평구 응암동,1138010700,3,은평구
1988,우성,30000,0,20240703,24.07~26.07,64.62,서울특별시 은평구 응암동,1138010700,9,은평구
2008,응암푸르지오,38000,0,20240703,24.09~26.09,59.58,서울특별시 은평구 응암동,1138010700,6,은평구
2021,녹번역e편한세상캐슬,57000,0,20240703,24.07~26.07,59.96,서울특별시 은평구 응암동,1138010700,12,은평구
2021,녹번역e편한세상캐슬,90000,0,20240704,24.07~26.12,114.94,서울특별시 은평구 응암동,1138010700,3,은평구
2020,백련산해모로,26000,100,20240704,24.11~26.10,59.93,서울특별시 은평구 응암동,1138010700,9,은평구
2011,백련산힐스테이트2차,53000,0,20240704,24.08~26.08,84.49,서울특별시 은평구 응암동,1138010700,15,은평구
1998,응암동금호,40000,0,20240704,24.07~26.07,84.3,서울특별시 은평구 응암동,1138010700,21,은평구
2018,백련산힐스테이트4차,30420,0,20240705,24.07~26.07,59.98,서울특별시 은평구 응암동,1138010700,1,은평구
2021,녹번역e편한세상캐슬,10000,160,20240705,24.07~25.07,59.97,서울특별시 은평구 응암동,1138010700,5,은평구
2011,백련산힐스테이트3차,47000,0,20240706,24.08~26.08,59.63,서울특별시 은평구 응암동,1138010700,3,은평구
2011,백련산힐스테이트2차,33100,50,20240706,24.08~26.08,59.63,서울특별시 은평구 응암동,1138010700,9,은평구
2011,백련산힐스테이트2차,33100,50,20240706,,59.63,서울특별시 은평구 응암동,1138010700,9,은평구
2018,백련산힐스테이트4차,30000,125,20240706,,84.98,서울특별시 은평구 응암동,1138010700,8,은평구
2018,백련산힐스테이트4차,59500,0,20240706,24.09~26.09,84.98,서울특별시 은평구 응암동,1138010700,9,은평구
2021,백련산파크자이,58000,0,20240706,24.08~26.08,84.669,서울특별시 은평구 응암동,1138010700,9,은평구
