built_year,officetel_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2016,프라비다옥토,15000,15,20230104,23.01~25.01,18.75,서울특별시 송파구 문정동,1171010800,7,송파구
2013,송파푸르지오시티,33600,0,20230104,23.01~23.07,48.67,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파푸르지오시티,1000,90,20230104,23.02~24.02,24.75,서울특별시 송파구 문정동,1171010800,13,송파구
존재하지 않음,파크하비오,1000,80,20230104,23.02~24.02,25.12,서울특별시 송파구 문정동,1171010800,18,송파구
2013,송파푸르지오시티,3000,165,20230104,23.02~24.02,52.17,서울특별시 송파구 문정동,1171010800,11,송파구
2018,송파법조타운푸르지오시티,1000,81,20230104,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,10,송파구
2017,힐스테이트에코송파,18700,0,20230104,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,18,송파구
2013,송파한화오벨리스크,21000,0,20230105,23.01~25.01,29.96,서울특별시 송파구 문정동,1171010800,4,송파구
2017,문정 아이파크,20948,0,20230105,23.02~24.02,22.89,서울특별시 송파구 문정동,1171010800,14,송파구
존재하지 않음,엠스테이트,1000,74,20230105,23.01~24.01,26.15,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파푸르지오시티,1000,83,20230105,,29.63,서울특별시 송파구 문정동,1171010800,12,송파구
2015,송파 아이파크,25000,0,20230105,23.03~25.03,29.83,서울특별시 송파구 문정동,1171010800,10,송파구
2015,송파 아이파크,25000,0,20230105,23.03~25.03,29.83,서울특별시 송파구 문정동,1171010800,10,송파구
2015,송파 아이파크,5000,140,20230105,23.02~24.02,43.11,서울특별시 송파구 문정동,1171010800,8,송파구
2013,송파푸르지오시티,19000,0,20230105,23.01~25.01,24.9,서울특별시 송파구 문정동,1171010800,8,송파구
2015,송파 아이파크,1000,95,20230105,23.03~24.03,29.88,서울특별시 송파구 문정동,1171010800,6,송파구
2017,문정 아이파크,21500,0,20230105,23.02~25.02,25.77,서울특별시 송파구 문정동,1171010800,4,송파구
2017,힐스테이트에코송파,1000,80,20230106,23.03~24.02,21.06,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파한화오벨리스크,23500,0,20230106,23.02~24.02,28.95,서울특별시 송파구 문정동,1171010800,13,송파구
2017,문정 아이파크,1000,85,20230106,,21.57,서울특별시 송파구 문정동,1171010800,16,송파구
2013,송파한화오벨리스크,20000,0,20230106,23.01~25.01,26.82,서울특별시 송파구 문정동,1171010800,9,송파구
2013,송파푸르지오시티,22500,0,20230106,23.02~25.02,30,서울특별시 송파구 문정동,1171010800,8,송파구
존재하지 않음,파크하비오,20000,70,20230106,23.02~24.02,47.04,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파푸르지오시티,23500,0,20230106,23.03~25.03,30,서울특별시 송파구 문정동,1171010800,6,송파구
2017,문정 아이파크,19089,0,20230106,,22.89,서울특별시 송파구 문정동,1171010800,6,송파구
2018,송파법조타운푸르지오시티,1000,75,20230106,23.02~24.02,17.47,서울특별시 송파구 문정동,1171010800,11,송파구
존재하지 않음,엠스테이트,2000,120,20230106,23.01~24.01,39.14,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파한화오벨리스크,20000,0,20230107,23.01~25.01,26.82,서울특별시 송파구 문정동,1171010800,6,송파구
2018,문정 오벨리스크,15000,55,20230107,,27.66,서울특별시 송파구 문정동,1171010800,15,송파구
2013,송파한화오벨리스크,20000,0,20230107,,26.82,서울특별시 송파구 문정동,1171010800,9,송파구
2017,힐스테이트에코송파,17400,0,20230107,23.01~25.01,21.06,서울특별시 송파구 문정동,1171010800,3,송파구
존재하지 않음,엠스테이트,1000,110,20230107,23.02~24.02,29.79,서울특별시 송파구 문정동,1171010800,15,송파구
2013,송파푸르지오시티,23000,0,20230107,23.01~25.01,30,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파한화오벨리스크,21500,0,20230107,23.02~25.02,29.99,서울특별시 송파구 문정동,1171010800,3,송파구
2017,힐스테이트에코송파,1100,75,20230107,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,3,송파구
2017,힐스테이트에코송파,1140,75,20230107,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,5,송파구
2018,송파법조타운푸르지오시티,1000,80,20230107,23.01~24.01,19.37,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,파크하비오,11000,48,20230107,23.03~24.02,24.58,서울특별시 송파구 문정동,1171010800,15,송파구
2015,송파 아이파크,1000,90,20230107,23.01~24.01,25.87,서울특별시 송파구 문정동,1171010800,14,송파구
2018,힐스테이트에코문정,10000,52,20230107,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,8,송파구
2018,힐스테이트에코문정,1000,79,20230107,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파푸르지오시티,19800,0,20230107,,24.9,서울특별시 송파구 문정동,1171010800,8,송파구
2015,송파 아이파크,22000,0,20230107,23.02~25.02,25.87,서울특별시 송파구 문정동,1171010800,14,송파구
2013,송파한화오벨리스크,24000,0,20230107,23.02~25.02,28.95,서울특별시 송파구 문정동,1171010800,8,송파구
2017,힐스테이트에코송파,10000,40,20230107,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,7,송파구
2018,문정 오벨리스크,25000,0,20230107,23.01~25.01,27.66,서울특별시 송파구 문정동,1171010800,11,송파구
2015,송파 아이파크,25000,0,20230107,23.02~25.02,29.88,서울특별시 송파구 문정동,1171010800,2,송파구
2015,송파 아이파크,1000,95,20230107,23.02~24.02,29.83,서울특별시 송파구 문정동,1171010800,4,송파구
존재하지 않음,엠스테이트,1000,79,20230108,23.01~24.01,29.79,서울특별시 송파구 문정동,1171010800,16,송파구
2013,송파한화오벨리스크,1500,76,20230109,23.02~24.02,26.82,서울특별시 송파구 문정동,1171010800,12,송파구
2013,송파푸르지오시티,24000,0,20230109,23.01~25.01,30,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,엠스테이트,1000,89,20230109,23.01~24.01,27.81,서울특별시 송파구 문정동,1171010800,12,송파구
2015,송파 아이파크,1000,105,20230109,23.01~24.01,29.88,서울특별시 송파구 문정동,1171010800,5,송파구
2015,송파 아이파크,40000,0,20230109,23.02~25.02,49.98,서울특별시 송파구 문정동,1171010800,11,송파구
2017,문정 아이파크,21500,0,20230109,23.02~25.02,25.77,서울특별시 송파구 문정동,1171010800,13,송파구
2015,송파 아이파크,15000,30,20230109,23.02~25.02,25.87,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파한화오벨리스크,24000,0,20230109,,28.95,서울특별시 송파구 문정동,1171010800,13,송파구
2017,문정 아이파크,3000,63,20230109,23.02~24.02,22.89,서울특별시 송파구 문정동,1171010800,4,송파구
2018,송파법조타운푸르지오시티,1000,80,20230109,23.01~24.01,17.47,서울특별시 송파구 문정동,1171010800,11,송파구
2018,문정 오벨리스크,10000,50,20230109,23.01~24.01,24.03,서울특별시 송파구 문정동,1171010800,14,송파구
2018,힐스테이트에코문정,1000,95,20230109,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,7,송파구
2018,송파법조타운푸르지오시티,17600,0,20230109,23.01~25.01,17.47,서울특별시 송파구 문정동,1171010800,13,송파구
2017,힐스테이트에코송파,1000,63,20230109,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,15,송파구
2017,문정 아이파크,1000,67,20230109,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,13,송파구
존재하지 않음,파크하비오,1000,85,20230109,23.01~24.01,24.58,서울특별시 송파구 문정동,1171010800,10,송파구
2017,문정 아이파크,20300,0,20230109,23.03~24.03,25.77,서울특별시 송파구 문정동,1171010800,4,송파구
2018,송파법조타운푸르지오시티,1000,85,20230109,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,11,송파구
2013,송파한화오벨리스크,1000,90,20230109,23.02~24.02,26.82,서울특별시 송파구 문정동,1171010800,3,송파구
2017,문정 아이파크,21500,0,20230109,,25.77,서울특별시 송파구 문정동,1171010800,5,송파구
2017,힐스테이트에코송파,18400,0,20230109,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,10,송파구
2013,송파푸르지오시티,21525,0,20230110,23.01~25.01,30,서울특별시 송파구 문정동,1171010800,4,송파구
2017,힐스테이트에코송파,1000,80,20230110,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,6,송파구
존재하지 않음,엠스테이트,1000,93,20230110,23.01~24.01,26.15,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파한화오벨리스크,21500,0,20230110,23.01~25.01,26.82,서울특별시 송파구 문정동,1171010800,12,송파구
2018,송파법조타운푸르지오시티,1000,72,20230110,23.01~24.01,20.45,서울특별시 송파구 문정동,1171010800,5,송파구
존재하지 않음,엠스테이트,1000,110,20230110,23.01~24.01,29.79,서울특별시 송파구 문정동,1171010800,17,송파구
2013,송파푸르지오시티,6000,61,20230110,23.02~24.02,30,서울특별시 송파구 문정동,1171010800,14,송파구
존재하지 않음,파크하비오,19200,0,20230110,23.03~25.03,24.58,서울특별시 송파구 문정동,1171010800,9,송파구
2018,송파법조타운푸르지오시티,1000,79,20230110,23.02~24.02,17.47,서울특별시 송파구 문정동,1171010800,7,송파구
2018,문정 오벨리스크,24000,0,20230110,23.03~24.03,24.09,서울특별시 송파구 문정동,1171010800,10,송파구
2015,송파 아이파크,4000,70,20230110,23.01~24.01,29.83,서울특별시 송파구 문정동,1171010800,11,송파구
2013,송파한화오벨리스크,23000,0,20231101,23.03~25.03,29.96,서울특별시 송파구 문정동,1171010800,5,송파구
2016,프라비다옥토,1000,63,20231101,23.01~25.01,19.74,서울특별시 송파구 문정동,1171010800,11,송파구
2015,송파 아이파크,50000,0,20231101,23.03~25.03,59.95,서울특별시 송파구 문정동,1171010800,12,송파구
2017,문정 아이파크,1000,85,20231101,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,6,송파구
2013,송파한화오벨리스크,10000,40,20231101,23.02~25.02,24.66,서울특별시 송파구 문정동,1171010800,5,송파구
2018,문정 오벨리스크,1000,90,20231101,23.01~24.01,24.27,서울특별시 송파구 문정동,1171010800,11,송파구
2018,송파법조타운푸르지오시티,2000,93,20231101,23.02~25.02,23.68,서울특별시 송파구 문정동,1171010800,10,송파구
존재하지 않음,파크하비오,50000,0,20231101,23.02~25.02,48.96,서울특별시 송파구 문정동,1171010800,9,송파구
2017,힐스테이트에코송파,1000,74,20231101,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,17,송파구
2013,송파푸르지오시티,12000,43,20231101,23.02~25.02,30,서울특별시 송파구 문정동,1171010800,14,송파구
2015,송파 아이파크,1000,100,20231101,23.02~25.01,29.88,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파푸르지오시티,4000,80,20231101,23.02~24.02,24.75,서울특별시 송파구 문정동,1171010800,5,송파구
존재하지 않음,엠스테이트,3000,180,20231101,23.03~24.03,53.79,서울특별시 송파구 문정동,1171010800,14,송파구
2013,송파한화오벨리스크,45000,0,20231102,23.02~25.02,59.03,서울특별시 송파구 문정동,1171010800,9,송파구
2018,힐스테이트에코문정,1000,80,20231102,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,엠스테이트,500,68,20231102,23.02~24.02,26.15,서울특별시 송파구 문정동,1171010800,5,송파구
존재하지 않음,엠스테이트,29000,0,20231102,23.01~25.01,32.43,서울특별시 송파구 문정동,1171010800,6,송파구
존재하지 않음,파크하비오,3000,160,20231102,23.01~24.01,46.58,서울특별시 송파구 문정동,1171010800,19,송파구
2018,문정 오벨리스크,1000,90,20231102,23.01~24.01,24.09,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파푸르지오시티,500,80,20231102,23.01~24.01,24.9,서울특별시 송파구 문정동,1171010800,11,송파구
2015,송파 아이파크,12000,0,20231102,,25.87,서울특별시 송파구 문정동,1171010800,11,송파구
2016,프라비다옥토,18400,0,20231102,23.02~24.02,18.75,서울특별시 송파구 문정동,1171010800,6,송파구
2013,송파한화오벨리스크,2000,90,20231103,23.01~24.01,29.99,서울특별시 송파구 문정동,1171010800,6,송파구
2015,송파 아이파크,22000,0,20231103,23.02~25.02,25.87,서울특별시 송파구 문정동,1171010800,12,송파구
2018,송파법조타운푸르지오시티,18000,0,20231103,23.01~25.01,17.47,서울특별시 송파구 문정동,1171010800,8,송파구
2018,송파법조타운푸르지오시티,18000,0,20231103,23.02~25.02,17.47,서울특별시 송파구 문정동,1171010800,13,송파구
2022,르피에드 문정,5000,220,20231103,23.01~23.07,50.89,서울특별시 송파구 문정동,1171010800,7,송파구
2015,송파 아이파크,1000,84,20231103,23.01~24.01,29.88,서울특별시 송파구 문정동,1171010800,8,송파구
2018,송파법조타운푸르지오시티,1000,70,20231103,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,8,송파구
존재하지 않음,엠스테이트,25000,0,20231103,23.02~25.02,29.79,서울특별시 송파구 문정동,1171010800,14,송파구
2015,송파 아이파크,40500,0,20231103,23.03~25.03,49.7,서울특별시 송파구 문정동,1171010800,14,송파구
2017,힐스테이트에코송파,1000,90,20231103,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,17,송파구
2016,프라비다옥토,18000,0,20231103,23.02~25.02,21.73,서울특별시 송파구 문정동,1171010800,7,송파구
2017,힐스테이트에코송파,16300,0,20231104,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,3,송파구
존재하지 않음,파크하비오,17970,0,20231104,23.03~24.03,26.2,서울특별시 송파구 문정동,1171010800,10,송파구
2017,힐스테이트에코송파,1000,85,20231104,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,13,송파구
2018,송파법조타운푸르지오시티,3000,70,20231104,23.01~24.01,20.45,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파한화오벨리스크,1000,100,20231104,23.01~24.01,29.99,서울특별시 송파구 문정동,1171010800,3,송파구
2018,송파법조타운푸르지오시티,7000,56,20231104,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,5,송파구
2018,문정 오벨리스크,10000,47,20231104,23.02~24.02,24.46,서울특별시 송파구 문정동,1171010800,15,송파구
2018,송파법조타운푸르지오시티,18000,0,20231104,23.02~25.02,20.45,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파푸르지오시티,21000,0,20231104,23.02~25.02,24.9,서울특별시 송파구 문정동,1171010800,3,송파구
2013,송파푸르지오시티,19500,0,20231104,23.02~25.02,24.9,서울특별시 송파구 문정동,1171010800,12,송파구
2015,송파 아이파크,30000,100,20231104,23.02~25.02,59.99,서울특별시 송파구 문정동,1171010800,4,송파구
2017,문정 아이파크,1000,89,20231104,23.02~24.02,25.77,서울특별시 송파구 문정동,1171010800,13,송파구
2018,송파법조타운푸르지오시티,18000,0,20231104,23.02~25.02,17.47,서울특별시 송파구 문정동,1171010800,6,송파구
2013,송파푸르지오시티,1000,87,20231104,23.02~24.02,30,서울특별시 송파구 문정동,1171010800,14,송파구
2013,송파푸르지오시티,1000,85,20231104,23.02~24.02,24.9,서울특별시 송파구 문정동,1171010800,4,송파구
2018,송파법조타운푸르지오시티,1000,85,20231104,23.02~24.02,17.47,서울특별시 송파구 문정동,1171010800,13,송파구
2015,송파 아이파크,40000,0,20231104,23.02~25.02,49.6,서울특별시 송파구 문정동,1171010800,15,송파구
2015,송파 아이파크,25908,0,20231104,23.01~24.01,29.83,서울특별시 송파구 문정동,1171010800,6,송파구
2015,송파 아이파크,21000,0,20231104,23.02~25.02,25.87,서울특별시 송파구 문정동,1171010800,12,송파구
2018,힐스테이트에코문정,1000,85,20231104,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,12,송파구
존재하지 않음,파크하비오,1000,89,20231104,23.02~24.02,25.12,서울특별시 송파구 문정동,1171010800,16,송파구
존재하지 않음,엠스테이트,1000,89,20231104,23.02~24.02,26.15,서울특별시 송파구 문정동,1171010800,16,송파구
2015,송파 아이파크,1000,90,20231104,23.02~24.02,25.87,서울특별시 송파구 문정동,1171010800,10,송파구
2017,문정 아이파크,1000,90,20231105,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,11,송파구
존재하지 않음,엠스테이트,10000,55,20231106,23.01~24.01,26.15,서울특별시 송파구 문정동,1171010800,6,송파구
2013,송파푸르지오시티,1000,95,20231106,23.02~24.02,29.63,서울특별시 송파구 문정동,1171010800,10,송파구
2013,송파푸르지오시티,24000,0,20231106,23.01~25.01,30,서울특별시 송파구 문정동,1171010800,15,송파구
2018,송파법조타운푸르지오시티,500,69,20231106,23.01~24.01,17.47,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파푸르지오시티,1000,85,20231106,23.02~24.02,24.9,서울특별시 송파구 문정동,1171010800,12,송파구
2017,문정 아이파크,1000,73,20231106,23.02~24.02,22.4,서울특별시 송파구 문정동,1171010800,10,송파구
2016,프라비다옥토,1000,85,20231106,23.02~24.02,19.74,서울특별시 송파구 문정동,1171010800,9,송파구
2013,송파푸르지오시티,19200,0,20231106,23.02~25.02,24.9,서울특별시 송파구 문정동,1171010800,10,송파구
2017,문정 아이파크,15000,100,20231106,23.02~25.02,37.18,서울특별시 송파구 문정동,1171010800,14,송파구
2013,송파푸르지오시티,1000,100,20231106,23.01~24.01,30,서울특별시 송파구 문정동,1171010800,12,송파구
2013,송파한화오벨리스크,19800,0,20231106,23.03~25.03,26.82,서울특별시 송파구 문정동,1171010800,8,송파구
2013,송파한화오벨리스크,23000,0,20231106,23.02~25.02,29.96,서울특별시 송파구 문정동,1171010800,9,송파구
2015,송파 아이파크,24000,0,20231106,23.03~25.03,29.88,서울특별시 송파구 문정동,1171010800,4,송파구
2018,힐스테이트에코문정,19500,0,20231106,23.02~25.02,20.79,서울특별시 송파구 문정동,1171010800,14,송파구
존재하지 않음,엠스테이트,1500,120,20231106,23.02~24.02,32.43,서울특별시 송파구 문정동,1171010800,9,송파구
2013,송파한화오벨리스크,22000,0,20231107,23.02~25.02,29.96,서울특별시 송파구 문정동,1171010800,9,송파구
2018,힐스테이트에코문정,500,74,20231107,23.02~25.02,20.79,서울특별시 송파구 문정동,1171010800,9,송파구
2017,문정 아이파크,19200,0,20231107,23.01~25.01,21.57,서울특별시 송파구 문정동,1171010800,9,송파구
2018,송파법조타운푸르지오시티,1000,76,20231107,23.02~24.01,20.45,서울특별시 송파구 문정동,1171010800,6,송파구
2017,힐스테이트에코송파,17500,0,20231107,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,4,송파구
2018,문정 오벨리스크,22900,5,20231107,24.02~26.02,24.8,서울특별시 송파구 문정동,1171010800,12,송파구
존재하지 않음,엠스테이트,1000,90,20231107,23.04~24.03,26.15,서울특별시 송파구 문정동,1171010800,14,송파구
2017,힐스테이트에코송파,1000,80,20231107,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,6,송파구
2017,문정 아이파크,1000,90,20231107,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,13,송파구
존재하지 않음,파크하비오,34000,0,20231107,23.02~24.02,46.58,서울특별시 송파구 문정동,1171010800,5,송파구
2017,힐스테이트에코송파,6000,48,20231107,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,5,송파구
2017,힐스테이트에코송파,17620,0,20231107,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,11,송파구
2018,문정 오벨리스크,1000,85,20231107,23.02~24.02,24.46,서울특별시 송파구 문정동,1171010800,10,송파구
2018,힐스테이트에코문정,19000,0,20231108,23.02~25.02,20.79,서울특별시 송파구 문정동,1171010800,12,송파구
존재하지 않음,엠스테이트,1000,95,20231108,23.01~24.01,29.79,서울특별시 송파구 문정동,1171010800,7,송파구
2013,송파푸르지오시티,500,100,20231108,23.03~25.03,29.63,서울특별시 송파구 문정동,1171010800,11,송파구
2017,문정 아이파크,19000,0,20231108,23.02~25.02,21.57,서울특별시 송파구 문정동,1171010800,11,송파구
존재하지 않음,파크하비오,21300,0,20231108,23.02~25.02,24.58,서울특별시 송파구 문정동,1171010800,16,송파구
2013,송파푸르지오시티,1000,86,20231108,23.01~24.01,30,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파푸르지오시티,1000,88,20231108,23.01~24.01,30,서울특별시 송파구 문정동,1171010800,15,송파구
2017,문정 아이파크,1000,85,20231108,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,5,송파구
2015,송파 아이파크,39900,0,20231108,23.03~25.07,49.95,서울특별시 송파구 문정동,1171010800,2,송파구
존재하지 않음,엠스테이트,1000,80,20231108,23.02~24.02,26.15,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,엠스테이트,1000,95,20231109,23.01~24.01,26.15,서울특별시 송파구 문정동,1171010800,6,송파구
2018,힐스테이트에코문정,27510,0,20231109,23.03~24.03,30.15,서울특별시 송파구 문정동,1171010800,5,송파구
2013,송파한화오벨리스크,22000,0,20231109,23.02~25.02,29.96,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,엠스테이트,3800,60,20231109,23.03~24.03,26.15,서울특별시 송파구 문정동,1171010800,6,송파구
2018,힐스테이트에코문정,1000,72,20231109,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,11,송파구
2013,송파푸르지오시티,1000,90,20230120,23.03~24.03,30,서울특별시 송파구 문정동,1171010800,12,송파구
2013,송파한화오벨리스크,1000,72,20230120,23.02~24.02,26.82,서울특별시 송파구 문정동,1171010800,3,송파구
2015,송파 아이파크,3000,65,20230120,23.01~24.01,25.87,서울특별시 송파구 문정동,1171010800,3,송파구
2018,힐스테이트에코문정,500,68,20230120,23.01~24.01,17.93,서울특별시 송파구 문정동,1171010800,12,송파구
2018,송파법조타운푸르지오시티,20055,0,20230120,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,10,송파구
2015,송파 아이파크,1000,84,20230120,23.01~24.01,29.88,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파푸르지오시티,1000,110,20230120,23.02~24.02,29.97,서울특별시 송파구 문정동,1171010800,3,송파구
2018,힐스테이트에코문정,1000,85,20231205,23.01~24.01,20.79,서울특별시 송파구 문정동,1171010800,13,송파구
2017,힐스테이트에코송파,3000,59,20231205,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,5,송파구
2017,문정 아이파크,1000,100,20231205,,25.77,서울특별시 송파구 문정동,1171010800,9,송파구
2015,송파 아이파크,21000,0,20231205,23.03~25.03,25.87,서울특별시 송파구 문정동,1171010800,9,송파구
존재하지 않음,파크하비오,33000,0,20231205,23.02~25.02,48.96,서울특별시 송파구 문정동,1171010800,13,송파구
2013,송파푸르지오시티,1000,74,20231205,23.01~24.01,24.9,서울특별시 송파구 문정동,1171010800,7,송파구
존재하지 않음,엠스테이트,10000,91,20231205,23.02~24.02,35.22,서울특별시 송파구 문정동,1171010800,11,송파구
2018,문정 오벨리스크,18165,0,20231205,23.02~25.02,24.27,서울특별시 송파구 문정동,1171010800,10,송파구
2018,힐스테이트에코문정,19000,0,20231205,23.02~24.02,20.79,서울특별시 송파구 문정동,1171010800,12,송파구
2018,문정 오벨리스크,1000,73,20231205,23.03~24.03,24.27,서울특별시 송파구 문정동,1171010800,8,송파구
2018,송파법조타운푸르지오시티,22000,0,20231205,23.02~25.02,24.43,서울특별시 송파구 문정동,1171010800,13,송파구
2018,송파법조타운푸르지오시티,1000,69,20231205,,17.47,서울특별시 송파구 문정동,1171010800,5,송파구
2015,송파 아이파크,1000,95,20231205,23.02~24.02,25.87,서울특별시 송파구 문정동,1171010800,4,송파구
존재하지 않음,파크하비오,3000,160,20231206,23.02~24.02,48.94,서울특별시 송파구 문정동,1171010800,16,송파구
2013,송파푸르지오시티,1000,97,20231206,23.02~24.02,30,서울특별시 송파구 문정동,1171010800,8,송파구
2018,송파법조타운푸르지오시티,1000,65,20231206,23.02~24.02,20.45,서울특별시 송파구 문정동,1171010800,13,송파구
존재하지 않음,엠스테이트,22000,0,20231206,23.02~25.02,26.15,서울특별시 송파구 문정동,1171010800,9,송파구
존재하지 않음,파크하비오,18000,29,20231206,23.03~24.03,48.93,서울특별시 송파구 문정동,1171010800,16,송파구
2017,힐스테이트에코송파,17800,0,20231206,23.02~25.02,21.06,서울특별시 송파구 문정동,1171010800,12,송파구
2017,문정 아이파크,1000,95,20231206,23.01~24.01,25.77,서울특별시 송파구 문정동,1171010800,8,송파구
2018,문정 오벨리스크,20948,0,20231206,23.03~25.03,27.44,서울특별시 송파구 문정동,1171010800,8,송파구
2015,송파 아이파크,1000,100,20231206,23.01~24.01,29.83,서울특별시 송파구 문정동,1171010800,12,송파구
2018,힐스테이트에코문정,1000,62,20231206,23.01~24.01,17.93,서울특별시 송파구 문정동,1171010800,12,송파구
2018,힐스테이트에코문정,19000,0,20231206,23.02~25.02,20.79,서울특별시 송파구 문정동,1171010800,10,송파구
2018,송파법조타운푸르지오시티,20000,0,20231206,23.02~25.02,17.47,서울특별시 송파구 문정동,1171010800,7,송파구
2018,문정 오벨리스크,20000,0,20231206,23.03~25.03,24.03,서울특별시 송파구 문정동,1171010800,7,송파구
2017,힐스테이트에코송파,16085,0,20231206,23.03~25.03,21.06,서울특별시 송파구 문정동,1171010800,4,송파구
2013,송파한화오벨리스크,1000,95,20231207,23.03~24.03,29.99,서울특별시 송파구 문정동,1171010800,14,송파구
2013,송파푸르지오시티,24300,0,20231207,23.02~25.02,29.63,서울특별시 송파구 문정동,1171010800,7,송파구
2017,힐스테이트에코송파,1000,82,20231207,23.02~24.02,21.06,서울특별시 송파구 문정동,1171010800,4,송파구
2018,힐스테이트에코문정,1000,83,20231207,23.02~24.02,20.79,서울특별시 송파구 문정동,1171010800,13,송파구
2018,문정 오벨리스크,21000,0,20231207,23.03~25.03,24.03,서울특별시 송파구 문정동,1171010800,6,송파구
존재하지 않음,파크하비오,15000,110,20231207,23.02~24.02,48.96,서울특별시 송파구 문정동,1171010800,19,송파구
2015,송파 아이파크,2000,143,20231207,23.02~24.02,41.66,서울특별시 송파구 문정동,1171010800,16,송파구
존재하지 않음,엠스테이트,1000,95,20231207,23.02~24.02,26.15,서울특별시 송파구 문정동,1171010800,4,송파구
존재하지 않음,파크하비오,1000,77,20231207,23.01~23.04,25.12,서울특별시 송파구 문정동,1171010800,15,송파구
2013,송파한화오벨리스크,1000,80,20231207,23.01~24.01,26.82,서울특별시 송파구 문정동,1171010800,7,송파구
2018,힐스테이트에코문정,5000,53,20231207,23.02~24.02,17.93,서울특별시 송파구 문정동,1171010800,13,송파구
2015,송파 아이파크,1000,82,20231207,23.03~23.09,25.87,서울특별시 송파구 문정동,1171010800,9,송파구
존재하지 않음,파크하비오,21000,0,20231207,23.02~25.02,25.12,서울특별시 송파구 문정동,1171010800,16,송파구
2017,힐스테이트에코송파,1000,85,20231207,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,7,송파구
2017,힐스테이트에코송파,1000,90,20231207,23.01~24.01,21.06,서울특별시 송파구 문정동,1171010800,17,송파구
2013,송파푸르지오시티,10000,63,20231207,,29.63,서울특별시 송파구 문정동,1171010800,8,송파구
2013,송파푸르지오시티,24000,0,20231208,23.03~24.03,30,서울특별시 송파구 문정동,1171010800,11,송파구
2018,문정 오벨리스크,1000,87,20231208,23.02~24.02,24.09,서울특별시 송파구 문정동,1171010800,4,송파구
존재하지 않음,엠스테이트,1000,95,20231208,23.02~24.02,26.15,서울특별시 송파구 문정동,1171010800,5,송파구
2015,송파 아이파크,1000,88,20231208,23.03~24.03,25.87,서울특별시 송파구 문정동,1171010800,3,송파구
2017,문정 아이파크,19800,0,20231208,23.02~25.02,22.89,서울특별시 송파구 문정동,1171010800,7,송파구
